0.0,"[0, 10[","[0, 20[","[0, 40[",*
1.0,"[0, 10[","[0, 20[","[0, 40[",*
2.0,"[0, 10[","[0, 20[","[0, 40[",*
3.0,"[0, 10[","[0, 20[","[0, 40[",*
4.0,"[0, 10[","[0, 20[","[0, 40[",*
5.0,"[0, 10[","[0, 20[","[0, 40[",*
6.0,"[0, 10[","[0, 20[","[0, 40[",*
7.0,"[0, 10[","[0, 20[","[0, 40[",*
8.0,"[0, 10[","[0, 20[","[0, 40[",*
9.0,"[0, 10[","[0, 20[","[0, 40[",*
10.0,"[10, 20[","[0, 20[","[0, 40[",*
11.0,"[10, 20[","[0, 20[","[0, 40[",*
12.0,"[10, 20[","[0, 20[","[0, 40[",*
13.0,"[10, 20[","[0, 20[","[0, 40[",*
14.0,"[10, 20[","[0, 20[","[0, 40[",*
15.0,"[10, 20[","[0, 20[","[0, 40[",*
16.0,"[10, 20[","[0, 20[","[0, 40[",*
17.0,"[10, 20[","[0, 20[","[0, 40[",*
18.0,"[10, 20[","[0, 20[","[0, 40[",*
19.0,"[10, 20[","[0, 20[","[0, 40[",*
20.0,"[20, 30[","[20, 40[","[0, 40[",*
21.0,"[20, 30[","[20, 40[","[0, 40[",*
22.0,"[20, 30[","[20, 40[","[0, 40[",*
23.0,"[20, 30[","[20, 40[","[0, 40[",*
24.0,"[20, 30[","[20, 40[","[0, 40[",*
25.0,"[20, 30[","[20, 40[","[0, 40[",*
26.0,"[20, 30[","[20, 40[","[0, 40[",*
27.0,"[20, 30[","[20, 40[","[0, 40[",*
28.0,"[20, 30[","[20, 40[","[0, 40[",*
29.0,"[20, 30[","[20, 40[","[0, 40[",*
30.0,"[30, 40[","[20, 40[","[0, 40[",*
31.0,"[30, 40[","[20, 40[","[0, 40[",*
32.0,"[30, 40[","[20, 40[","[0, 40[",*
33.0,"[30, 40[","[20, 40[","[0, 40[",*
34.0,"[30, 40[","[20, 40[","[0, 40[",*
35.0,"[30, 40[","[20, 40[","[0, 40[",*
36.0,"[30, 40[","[20, 40[","[0, 40[",*
37.0,"[30, 40[","[20, 40[","[0, 40[",*
38.0,"[30, 40[","[20, 40[","[0, 40[",*
39.0,"[30, 40[","[20, 40[","[0, 40[",*
40.0,"[40, 50[","[40, 60[","[40, 80[",*
41.0,"[40, 50[","[40, 60[","[40, 80[",*
42.0,"[40, 50[","[40, 60[","[40, 80[",*
43.0,"[40, 50[","[40, 60[","[40, 80[",*
44.0,"[40, 50[","[40, 60[","[40, 80[",*
45.0,"[40, 50[","[40, 60[","[40, 80[",*
46.0,"[40, 50[","[40, 60[","[40, 80[",*
47.0,"[40, 50[","[40, 60[","[40, 80[",*
48.0,"[40, 50[","[40, 60[","[40, 80[",*
49.0,"[40, 50[","[40, 60[","[40, 80[",*
50.0,"[50, 60[","[40, 60[","[40, 80[",*
51.0,"[50, 60[","[40, 60[","[40, 80[",*
52.0,"[50, 60[","[40, 60[","[40, 80[",*
53.0,"[50, 60[","[40, 60[","[40, 80[",*
54.0,"[50, 60[","[40, 60[","[40, 80[",*
55.0,"[50, 60[","[40, 60[","[40, 80[",*
56.0,"[50, 60[","[40, 60[","[40, 80[",*
57.0,"[50, 60[","[40, 60[","[40, 80[",*
58.0,"[50, 60[","[40, 60[","[40, 80[",*
59.0,"[50, 60[","[40, 60[","[40, 80[",*
60.0,"[60, 70[","[60, 80[","[40, 80[",*
61.0,"[60, 70[","[60, 80[","[40, 80[",*
62.0,"[60, 70[","[60, 80[","[40, 80[",*
63.0,"[60, 70[","[60, 80[","[40, 80[",*
64.0,"[60, 70[","[60, 80[","[40, 80[",*
65.0,"[60, 70[","[60, 80[","[40, 80[",*
66.0,"[60, 70[","[60, 80[","[40, 80[",*
67.0,"[60, 70[","[60, 80[","[40, 80[",*
68.0,"[60, 70[","[60, 80[","[40, 80[",*
69.0,"[60, 70[","[60, 80[","[40, 80[",*
70.0,"[70, 80[","[60, 80[","[40, 80[",*
71.0,"[70, 80[","[60, 80[","[40, 80[",*
72.0,"[70, 80[","[60, 80[","[40, 80[",*
73.0,"[70, 80[","[60, 80[","[40, 80[",*
74.0,"[70, 80[","[60, 80[","[40, 80[",*
75.0,"[70, 80[","[60, 80[","[40, 80[",*
76.0,"[70, 80[","[60, 80[","[40, 80[",*
77.0,"[70, 80[","[60, 80[","[40, 80[",*
78.0,"[70, 80[","[60, 80[","[40, 80[",*
79.0,"[70, 80[","[60, 80[","[40, 80[",*
80.0,"[80, 90[","[80, 100[","[80, 120[",*
81.0,"[80, 90[","[80, 100[","[80, 120[",*
82.0,"[80, 90[","[80, 100[","[80, 120[",*
83.0,"[80, 90[","[80, 100[","[80, 120[",*
84.0,"[80, 90[","[80, 100[","[80, 120[",*
85.0,"[80, 90[","[80, 100[","[80, 120[",*
