0,"""<=100""","""*"""
1,"""<=100""","""*"""
2,"""<=100""","""*"""
3,"""<=100""","""*"""
4,"""<=100""","""*"""
5,"""<=100""","""*"""
6,"""<=100""","""*"""
7,"""<=100""","""*"""
8,"""<=100""","""*"""
9,"""<=100""","""*"""
10,"""<=100""","""*"""
11,"""<=100""","""*"""
12,"""<=100""","""*"""
13,"""<=100""","""*"""
14,"""<=100""","""*"""
15,"""<=100""","""*"""
16,"""<=100""","""*"""
17,"""<=100""","""*"""
18,"""<=100""","""*"""
19,"""<=100""","""*"""
20,"""<=100""","""*"""
21,"""<=100""","""*"""
22,"""<=100""","""*"""
23,"""<=100""","""*"""
24,"""<=100""","""*"""
25,"""<=100""","""*"""
26,"""<=100""","""*"""
27,"""<=100""","""*"""
28,"""<=100""","""*"""
29,"""<=100""","""*"""
30,"""<=100""","""*"""
31,"""<=100""","""*"""
32,"""<=100""","""*"""
33,"""<=100""","""*"""
34,"""<=100""","""*"""
35,"""<=100""","""*"""
36,"""<=100""","""*"""
37,"""<=100""","""*"""
38,"""<=100""","""*"""
39,"""<=100""","""*"""
40,"""<=100""","""*"""
41,"""<=100""","""*"""
42,"""<=100""","""*"""
43,"""<=100""","""*"""
44,"""<=100""","""*"""
45,"""<=100""","""*"""
46,"""<=100""","""*"""
47,"""<=100""","""*"""
48,"""<=100""","""*"""
49,"""<=100""","""*"""
50,"""<=100""","""*"""
51,"""<=100""","""*"""
52,"""<=100""","""*"""
53,"""<=100""","""*"""
54,"""<=100""","""*"""
55,"""<=100""","""*"""
56,"""<=100""","""*"""
57,"""<=100""","""*"""
58,"""<=100""","""*"""
59,"""<=100""","""*"""
60,"""<=100""","""*"""
61,"""<=100""","""*"""
62,"""<=100""","""*"""
63,"""<=100""","""*"""
64,"""<=100""","""*"""
65,"""<=100""","""*"""
66,"""<=100""","""*"""
67,"""<=100""","""*"""
68,"""<=100""","""*"""
69,"""<=100""","""*"""
70,"""<=100""","""*"""
71,"""<=100""","""*"""
72,"""<=100""","""*"""
73,"""<=100""","""*"""
74,"""<=100""","""*"""
75,"""<=100""","""*"""
76,"""<=100""","""*"""
77,"""<=100""","""*"""
78,"""<=100""","""*"""
79,"""<=100""","""*"""
80,"""<=100""","""*"""
81,"""<=100""","""*"""
82,"""<=100""","""*"""
83,"""<=100""","""*"""
84,"""<=100""","""*"""
85,"""<=100""","""*"""
86,"""<=100""","""*"""
87,"""<=100""","""*"""
88,"""<=100""","""*"""
89,"""<=100""","""*"""
90,"""<=100""","""*"""
91,"""<=100""","""*"""
92,"""<=100""","""*"""
93,"""<=100""","""*"""
94,"""<=100""","""*"""
95,"""<=100""","""*"""
96,"""<=100""","""*"""
97,"""<=100""","""*"""
98,"""<=100""","""*"""
99,"""<=100""","""*"""
100,"""<=100""","""*"""
101,"""101-130""","""*"""
102,"""101-130""","""*"""
103,"""101-130""","""*"""
104,"""101-130""","""*"""
105,"""101-130""","""*"""
106,"""101-130""","""*"""
107,"""101-130""","""*"""
108,"""101-130""","""*"""
109,"""101-130""","""*"""
110,"""101-130""","""*"""
111,"""101-130""","""*"""
112,"""101-130""","""*"""
113,"""101-130""","""*"""
114,"""101-130""","""*"""
115,"""101-130""","""*"""
116,"""101-130""","""*"""
117,"""101-130""","""*"""
118,"""101-130""","""*"""
119,"""101-130""","""*"""
120,"""101-130""","""*"""
121,"""101-130""","""*"""
122,"""101-130""","""*"""
123,"""101-130""","""*"""
124,"""101-130""","""*"""
125,"""101-130""","""*"""
126,"""101-130""","""*"""
127,"""101-130""","""*"""
128,"""101-130""","""*"""
129,"""101-130""","""*"""
130,"""101-130""","""*"""
131,"""131-160""","""*"""
132,"""131-160""","""*"""
133,"""131-160""","""*"""
134,"""131-160""","""*"""
135,"""131-160""","""*"""
136,"""131-160""","""*"""
137,"""131-160""","""*"""
138,"""131-160""","""*"""
139,"""131-160""","""*"""
140,"""131-160""","""*"""
141,"""131-160""","""*"""
142,"""131-160""","""*"""
143,"""131-160""","""*"""
144,"""131-160""","""*"""
145,"""131-160""","""*"""
146,"""131-160""","""*"""
147,"""131-160""","""*"""
148,"""131-160""","""*"""
149,"""131-160""","""*"""
150,"""131-160""","""*"""
151,"""131-160""","""*"""
152,"""131-160""","""*"""
153,"""131-160""","""*"""
154,"""131-160""","""*"""
155,"""131-160""","""*"""
156,"""131-160""","""*"""
157,"""131-160""","""*"""
158,"""131-160""","""*"""
159,"""131-160""","""*"""
160,"""131-160""","""*"""
161,""">160""","""*"""
162,""">160""","""*"""
163,""">160""","""*"""
164,""">160""","""*"""
165,""">160""","""*"""
166,""">160""","""*"""
167,""">160""","""*"""
168,""">160""","""*"""
169,""">160""","""*"""
170,""">160""","""*"""
171,""">160""","""*"""
172,""">160""","""*"""
173,""">160""","""*"""
174,""">160""","""*"""
175,""">160""","""*"""
176,""">160""","""*"""
177,""">160""","""*"""
178,""">160""","""*"""
179,""">160""","""*"""
180,""">160""","""*"""
181,""">160""","""*"""
182,""">160""","""*"""
183,""">160""","""*"""
184,""">160""","""*"""
185,""">160""","""*"""
186,""">160""","""*"""
187,""">160""","""*"""
188,""">160""","""*"""
189,""">160""","""*"""
190,""">160""","""*"""
191,""">160""","""*"""
192,""">160""","""*"""
193,""">160""","""*"""
194,""">160""","""*"""
195,""">160""","""*"""
196,""">160""","""*"""
197,""">160""","""*"""
198,""">160""","""*"""
199,""">160""","""*"""
200,""">160""","""*"""
