-20,Deflation (<0%),*
-19,Deflation (<0%),*
-18,Deflation (<0%),*
-17,Deflation (<0%),*
-16,Deflation (<0%),*
-15,Deflation (<0%),*
-14,Deflation (<0%),*
-13,Deflation (<0%),*
-12,Deflation (<0%),*
-11,Deflation (<0%),*
-10,Deflation (<0%),*
-9,Deflation (<0%),*
-8,Deflation (<0%),*
-7,Deflation (<0%),*
-6,Deflation (<0%),*
-5,Deflation (<0%),*
-4,Deflation (<0%),*
-3,Deflation (<0%),*
-2,Deflation (<0%),*
-1,Deflation (<0%),*
0,Low (0-2%),*
1,Low (0-2%),*
2,Low (0-2%),*
3,High (>2%),*
4,High (>2%),*
5,High (>2%),*
6,High (>2%),*
7,High (>2%),*
8,High (>2%),*
9,High (>2%),*
10,High (>2%),*
11,High (>2%),*
12,High (>2%),*
13,High (>2%),*
14,High (>2%),*
15,High (>2%),*
16,High (>2%),*
17,High (>2%),*
18,High (>2%),*
19,High (>2%),*
20,High (>2%),*
21,High (>2%),*
22,High (>2%),*
23,High (>2%),*
24,High (>2%),*
25,High (>2%),*
26,High (>2%),*
27,High (>2%),*
28,High (>2%),*
29,High (>2%),*
