-30,Recession (<0),*
-29,Recession (<0),*
-28,Recession (<0),*
-27,Recession (<0),*
-26,Recession (<0),*
-25,Recession (<0),*
-24,Recession (<0),*
-23,Recession (<0),*
-22,Recession (<0),*
-21,Recession (<0),*
-20,Recession (<0),*
-19,Recession (<0),*
-18,Recession (<0),*
-17,Recession (<0),*
-16,Recession (<0),*
-15,Recession (<0),*
-14,Recession (<0),*
-13,Recession (<0),*
-12,Recession (<0),*
-11,Recession (<0),*
-10,Recession (<0),*
-9,Recession (<0),*
-8,Recession (<0),*
-7,Recession (<0),*
-6,Recession (<0),*
-5,Recession (<0),*
-4,Recession (<0),*
-3,Recession (<0),*
-2,Recession (<0),*
-1,Recession (<0),*
0,Growth (>=0),*
1,Growth (>=0),*
2,Growth (>=0),*
3,Growth (>=0),*
4,Growth (>=0),*
5,Growth (>=0),*
6,Growth (>=0),*
7,Growth (>=0),*
8,Growth (>=0),*
9,Growth (>=0),*
10,Growth (>=0),*
11,Growth (>=0),*
12,Growth (>=0),*
13,Growth (>=0),*
14,Growth (>=0),*
15,Growth (>=0),*
16,Growth (>=0),*
17,Growth (>=0),*
18,Growth (>=0),*
19,Growth (>=0),*
20,Growth (>=0),*
21,Growth (>=0),*
22,Growth (>=0),*
23,Growth (>=0),*
24,Growth (>=0),*
25,Growth (>=0),*
26,Growth (>=0),*
27,Growth (>=0),*
28,Growth (>=0),*
29,Growth (>=0),*
