33,Biofuel Prod,STEM,*
9119,Informatics,STEM,*
9003,Agronomy,Agriculture/Vet,*
9085,Vet Nursing,Agriculture/Vet,*
9130,Equinculture,Agriculture/Vet,*
171,Animation,Arts/Media,*
9070,Communication Design,Arts/Media,*
9773,Journalism,Arts/Media,*
8014,Social Service (E),Health/Social,*
9238,Social Service,Health/Social,*
9500,Nursing,Health/Social,*
9556,Oral Hygiene,Health/Social,*
9853,Basic Ed,Health/Social,*
9147,Management,Business,*
9991,Management (E),Business,*
9254,Tourism,Business,*
9670,Advertising/Marketing,Business,*
