0,N/A,N/A,*
1,"[0, 5[",Part-Time,*
2,"[0, 5[",Part-Time,*
3,"[0, 5[",Part-Time,*
4,"[0, 5[",Part-Time,*
5,"[5, 10[",Part-Time,*
6,"[5, 10[",Part-Time,*
7,"[5, 10[",Part-Time,*
8,"[5, 10[",Part-Time,*
9,"[5, 10[",Part-Time,*
10,"[10, 15[",Part-Time,*
11,"[10, 15[",Part-Time,*
12,"[10, 15[",Part-Time,*
13,"[10, 15[",Part-Time,*
14,"[10, 15[",Part-Time,*
15,"[15, 20[",Part-Time,*
16,"[15, 20[",Part-Time,*
17,"[15, 20[",Part-Time,*
18,"[15, 20[",Part-Time,*
19,"[15, 20[",Part-Time,*
20,"[20, 25[",Part-Time,*
21,"[20, 25[",Part-Time,*
22,"[20, 25[",Part-Time,*
23,"[20, 25[",Part-Time,*
24,"[20, 25[",Part-Time,*
25,"[25, 30[",Part-Time,*
26,"[25, 30[",Part-Time,*
27,"[25, 30[",Part-Time,*
28,"[25, 30[",Part-Time,*
29,"[25, 30[",Part-Time,*
30,"[30, 35[",Part-Time,*
31,"[30, 35[",Part-Time,*
32,"[30, 35[",Part-Time,*
33,"[30, 35[",Part-Time,*
34,"[30, 35[",Part-Time,*
35,"[35, 40[",Full-Time,*
36,"[35, 40[",Full-Time,*
37,"[35, 40[",Full-Time,*
38,"[35, 40[",Full-Time,*
39,"[35, 40[",Full-Time,*
40,"[40, 45[",Full-Time,*
41,"[41, 99]",Overtime,*
42,"[41, 99]",Overtime,*
43,"[41, 99]",Overtime,*
44,"[41, 99]",Overtime,*
45,"[41, 99]",Overtime,*
46,"[41, 99]",Overtime,*
47,"[41, 99]",Overtime,*
48,"[41, 99]",Overtime,*
49,"[41, 99]",Overtime,*
50,"[41, 99]",Overtime,*
51,"[41, 99]",Overtime,*
52,"[41, 99]",Overtime,*
53,"[41, 99]",Overtime,*
54,"[41, 99]",Overtime,*
55,"[41, 99]",Overtime,*
56,"[41, 99]",Overtime,*
57,"[41, 99]",Overtime,*
58,"[41, 99]",Overtime,*
59,"[41, 99]",Overtime,*
60,"[41, 99]",Overtime,*
61,"[41, 99]",Overtime,*
62,"[41, 99]",Overtime,*
63,"[41, 99]",Overtime,*
64,"[41, 99]",Overtime,*
65,"[41, 99]",Overtime,*
66,"[41, 99]",Overtime,*
67,"[41, 99]",Overtime,*
68,"[41, 99]",Overtime,*
69,"[41, 99]",Overtime,*
70,"[41, 99]",Overtime,*
71,"[41, 99]",Overtime,*
72,"[41, 99]",Overtime,*
73,"[41, 99]",Overtime,*
74,"[41, 99]",Overtime,*
75,"[41, 99]",Overtime,*
76,"[41, 99]",Overtime,*
77,"[41, 99]",Overtime,*
78,"[41, 99]",Overtime,*
79,"[41, 99]",Overtime,*
80,"[41, 99]",Overtime,*
81,"[41, 99]",Overtime,*
82,"[41, 99]",Overtime,*
83,"[41, 99]",Overtime,*
84,"[41, 99]",Overtime,*
85,"[41, 99]",Overtime,*
86,"[41, 99]",Overtime,*
87,"[41, 99]",Overtime,*
88,"[41, 99]",Overtime,*
89,"[41, 99]",Overtime,*
90,"[41, 99]",Overtime,*
91,"[41, 99]",Overtime,*
92,"[41, 99]",Overtime,*
93,"[41, 99]",Overtime,*
94,"[41, 99]",Overtime,*
95,"[41, 99]",Overtime,*
96,"[41, 99]",Overtime,*
97,"[41, 99]",Overtime,*
98,"[41, 99]",Overtime,*
99,"[41, 99]",Overtime,*
