0.0,N/A,N/A,*
1.0,"[0, 5[",Part-Time,*
2.0,"[0, 5[",Part-Time,*
3.0,"[0, 5[",Part-Time,*
4.0,"[0, 5[",Part-Time,*
5.0,"[5, 10[",Part-Time,*
6.0,"[5, 10[",Part-Time,*
7.0,"[5, 10[",Part-Time,*
8.0,"[5, 10[",Part-Time,*
9.0,"[5, 10[",Part-Time,*
10.0,"[10, 15[",Part-Time,*
11.0,"[10, 15[",Part-Time,*
12.0,"[10, 15[",Part-Time,*
13.0,"[10, 15[",Part-Time,*
14.0,"[10, 15[",Part-Time,*
15.0,"[15, 20[",Part-Time,*
16.0,"[15, 20[",Part-Time,*
17.0,"[15, 20[",Part-Time,*
18.0,"[15, 20[",Part-Time,*
19.0,"[15, 20[",Part-Time,*
20.0,"[20, 25[",Part-Time,*
21.0,"[20, 25[",Part-Time,*
22.0,"[20, 25[",Part-Time,*
23.0,"[20, 25[",Part-Time,*
24.0,"[20, 25[",Part-Time,*
25.0,"[25, 30[",Part-Time,*
26.0,"[25, 30[",Part-Time,*
27.0,"[25, 30[",Part-Time,*
28.0,"[25, 30[",Part-Time,*
29.0,"[25, 30[",Part-Time,*
30.0,"[30, 35[",Part-Time,*
31.0,"[30, 35[",Part-Time,*
32.0,"[30, 35[",Part-Time,*
33.0,"[30, 35[",Part-Time,*
34.0,"[30, 35[",Part-Time,*
35.0,"[35, 40[",Full-Time,*
36.0,"[35, 40[",Full-Time,*
37.0,"[35, 40[",Full-Time,*
38.0,"[35, 40[",Full-Time,*
39.0,"[35, 40[",Full-Time,*
40.0,"[40, 45[",Full-Time,*
41.0,"[41, 99]",Overtime,*
42.0,"[41, 99]",Overtime,*
43.0,"[41, 99]",Overtime,*
44.0,"[41, 99]",Overtime,*
45.0,"[41, 99]",Overtime,*
46.0,"[41, 99]",Overtime,*
47.0,"[41, 99]",Overtime,*
48.0,"[41, 99]",Overtime,*
49.0,"[41, 99]",Overtime,*
50.0,"[41, 99]",Overtime,*
51.0,"[41, 99]",Overtime,*
52.0,"[41, 99]",Overtime,*
53.0,"[41, 99]",Overtime,*
54.0,"[41, 99]",Overtime,*
55.0,"[41, 99]",Overtime,*
56.0,"[41, 99]",Overtime,*
57.0,"[41, 99]",Overtime,*
58.0,"[41, 99]",Overtime,*
59.0,"[41, 99]",Overtime,*
60.0,"[41, 99]",Overtime,*
61.0,"[41, 99]",Overtime,*
62.0,"[41, 99]",Overtime,*
63.0,"[41, 99]",Overtime,*
64.0,"[41, 99]",Overtime,*
65.0,"[41, 99]",Overtime,*
66.0,"[41, 99]",Overtime,*
67.0,"[41, 99]",Overtime,*
68.0,"[41, 99]",Overtime,*
69.0,"[41, 99]",Overtime,*
70.0,"[41, 99]",Overtime,*
71.0,"[41, 99]",Overtime,*
72.0,"[41, 99]",Overtime,*
73.0,"[41, 99]",Overtime,*
74.0,"[41, 99]",Overtime,*
75.0,"[41, 99]",Overtime,*
76.0,"[41, 99]",Overtime,*
77.0,"[41, 99]",Overtime,*
78.0,"[41, 99]",Overtime,*
79.0,"[41, 99]",Overtime,*
80.0,"[41, 99]",Overtime,*
81.0,"[41, 99]",Overtime,*
82.0,"[41, 99]",Overtime,*
83.0,"[41, 99]",Overtime,*
84.0,"[41, 99]",Overtime,*
85.0,"[41, 99]",Overtime,*
86.0,"[41, 99]",Overtime,*
87.0,"[41, 99]",Overtime,*
88.0,"[41, 99]",Overtime,*
89.0,"[41, 99]",Overtime,*
90.0,"[41, 99]",Overtime,*
91.0,"[41, 99]",Overtime,*
92.0,"[41, 99]",Overtime,*
93.0,"[41, 99]",Overtime,*
94.0,"[41, 99]",Overtime,*
95.0,"[41, 99]",Overtime,*
96.0,"[41, 99]",Overtime,*
97.0,"[41, 99]",Overtime,*
98.0,"[41, 99]",Overtime,*
99.0,"[41, 99]",Overtime,*
