0,"[0, 15[","[0, 30[",*
1,"[0, 15[","[0, 30[",*
2,"[0, 15[","[0, 30[",*
3,"[0, 15[","[0, 30[",*
4,"[0, 15[","[0, 30[",*
5,"[0, 15[","[0, 30[",*
6,"[0, 15[","[0, 30[",*
7,"[0, 15[","[0, 30[",*
8,"[0, 15[","[0, 30[",*
9,"[0, 15[","[0, 30[",*
10,"[0, 15[","[0, 30[",*
11,"[0, 15[","[0, 30[",*
12,"[0, 15[","[0, 30[",*
13,"[0, 15[","[0, 30[",*
14,"[0, 15[","[0, 30[",*
15,"[15, 30[","[0, 30[",*
16,"[15, 30[","[0, 30[",*
17,"[15, 30[","[0, 30[",*
18,"[15, 30[","[0, 30[",*
19,"[15, 30[","[0, 30[",*
20,"[15, 30[","[0, 30[",*
21,"[15, 30[","[0, 30[",*
22,"[15, 30[","[0, 30[",*
23,"[15, 30[","[0, 30[",*
24,"[15, 30[","[0, 30[",*
25,"[15, 30[","[0, 30[",*
26,"[15, 30[","[0, 30[",*
27,"[15, 30[","[0, 30[",*
28,"[15, 30[","[0, 30[",*
29,"[15, 30[","[0, 30[",*
30,"[30, 45[","[30, 60[",*
31,"[30, 45[","[30, 60[",*
32,"[30, 45[","[30, 60[",*
33,"[30, 45[","[30, 60[",*
34,"[30, 45[","[30, 60[",*
35,"[30, 45[","[30, 60[",*
36,"[30, 45[","[30, 60[",*
37,"[30, 45[","[30, 60[",*
38,"[30, 45[","[30, 60[",*
39,"[30, 45[","[30, 60[",*
40,"[30, 45[","[30, 60[",*
41,"[30, 45[","[30, 60[",*
42,"[30, 45[","[30, 60[",*
43,"[30, 45[","[30, 60[",*
44,"[30, 45[","[30, 60[",*
45,"[45, 60[","[30, 60[",*
46,"[45, 60[","[30, 60[",*
47,"[45, 60[","[30, 60[",*
48,"[45, 60[","[30, 60[",*
49,"[45, 60[","[30, 60[",*
50,"[45, 60[","[30, 60[",*
51,"[45, 60[","[30, 60[",*
52,"[45, 60[","[30, 60[",*
53,"[45, 60[","[30, 60[",*
54,"[45, 60[","[30, 60[",*
55,"[45, 60[","[30, 60[",*
56,"[45, 60[","[30, 60[",*
57,"[45, 60[","[30, 60[",*
58,"[45, 60[","[30, 60[",*
59,"[45, 60[","[30, 60[",*
60,"[60, 75[","[60, 90[",*
61,"[60, 75[","[60, 90[",*
62,"[60, 75[","[60, 90[",*
63,"[60, 75[","[60, 90[",*
64,"[60, 75[","[60, 90[",*
65,"[60, 75[","[60, 90[",*
66,"[60, 75[","[60, 90[",*
67,"[60, 75[","[60, 90[",*
68,"[60, 75[","[60, 90[",*
69,"[60, 75[","[60, 90[",*
70,"[60, 75[","[60, 90[",*
71,"[60, 75[","[60, 90[",*
72,"[60, 75[","[60, 90[",*
73,"[60, 75[","[60, 90[",*
74,"[60, 75[","[60, 90[",*
75,"[75, 90[","[60, 90[",*
76,"[75, 90[","[60, 90[",*
77,"[75, 90[","[60, 90[",*
78,"[75, 90[","[60, 90[",*
79,"[75, 90[","[60, 90[",*
80,"[75, 90[","[60, 90[",*
81,"[75, 90[","[60, 90[",*
82,"[75, 90[","[60, 90[",*
83,"[75, 90[","[60, 90[",*
84,"[75, 90[","[60, 90[",*
85,"[75, 90[","[60, 90[",*
86,"[75, 90[","[60, 90[",*
87,"[75, 90[","[60, 90[",*
88,"[75, 90[","[60, 90[",*
89,"[75, 90[","[60, 90[",*
90,"[90, 105[","[90, 120[",*
91,"[90, 105[","[90, 120[",*
92,"[90, 105[","[90, 120[",*
93,"[90, 105[","[90, 120[",*
94,"[90, 105[","[90, 120[",*
95,"[90, 105[","[90, 120[",*
96,"[90, 105[","[90, 120[",*
97,"[90, 105[","[90, 120[",*
98,"[90, 105[","[90, 120[",*
99,"[90, 105[","[90, 120[",*
100,"[90, 105[","[90, 120[",*
101,"[90, 105[","[90, 120[",*
102,"[90, 105[","[90, 120[",*
103,"[90, 105[","[90, 120[",*
104,"[90, 105[","[90, 120[",*
105,"[105, 120[","[90, 120[",*
106,"[105, 120[","[90, 120[",*
107,"[105, 120[","[90, 120[",*
108,"[105, 120[","[90, 120[",*
109,"[105, 120[","[90, 120[",*
110,"[105, 120[","[90, 120[",*
111,"[105, 120[","[90, 120[",*
112,"[105, 120[","[90, 120[",*
113,"[105, 120[","[90, 120[",*
114,"[105, 120[","[90, 120[",*
115,"[105, 120[","[90, 120[",*
116,"[105, 120[","[90, 120[",*
117,"[105, 120[","[90, 120[",*
118,"[105, 120[","[90, 120[",*
119,"[105, 120[","[90, 120[",*
120,"[120, 135[","[120, 150[",*
121,"[120, 135[","[120, 150[",*
122,"[120, 135[","[120, 150[",*
123,"[120, 135[","[120, 150[",*
124,"[120, 135[","[120, 150[",*
125,"[120, 135[","[120, 150[",*
126,"[120, 135[","[120, 150[",*
127,"[120, 135[","[120, 150[",*
128,"[120, 135[","[120, 150[",*
129,"[120, 135[","[120, 150[",*
130,"[120, 135[","[120, 150[",*
131,"[120, 135[","[120, 150[",*
132,"[120, 135[","[120, 150[",*
133,"[120, 135[","[120, 150[",*
134,"[120, 135[","[120, 150[",*
135,"[135, 150[","[120, 150[",*
136,"[135, 150[","[120, 150[",*
137,"[135, 150[","[120, 150[",*
138,"[135, 150[","[120, 150[",*
139,"[135, 150[","[120, 150[",*
140,"[135, 150[","[120, 150[",*
141,"[135, 150[","[120, 150[",*
142,"[135, 150[","[120, 150[",*
143,"[135, 150[","[120, 150[",*
144,"[135, 150[","[120, 150[",*
145,"[135, 150[","[120, 150[",*
146,"[135, 150[","[120, 150[",*
147,"[135, 150[","[120, 150[",*
148,"[135, 150[","[120, 150[",*
149,"[135, 150[","[120, 150[",*
150,"[150, 165[","[150, 180[",*
151,"[150, 165[","[150, 180[",*
152,"[150, 165[","[150, 180[",*
153,"[150, 165[","[150, 180[",*
154,"[150, 165[","[150, 180[",*
155,"[150, 165[","[150, 180[",*
156,"[150, 165[","[150, 180[",*
157,"[150, 165[","[150, 180[",*
158,"[150, 165[","[150, 180[",*
159,"[150, 165[","[150, 180[",*
160,"[150, 165[","[150, 180[",*
161,"[150, 165[","[150, 180[",*
162,"[150, 165[","[150, 180[",*
163,"[150, 165[","[150, 180[",*
164,"[150, 165[","[150, 180[",*
165,"[165, 180[","[150, 180[",*
166,"[165, 180[","[150, 180[",*
167,"[165, 180[","[150, 180[",*
168,"[165, 180[","[150, 180[",*
169,"[165, 180[","[150, 180[",*
170,"[165, 180[","[150, 180[",*
171,"[165, 180[","[150, 180[",*
172,"[165, 180[","[150, 180[",*
173,"[165, 180[","[150, 180[",*
174,"[165, 180[","[150, 180[",*
175,"[165, 180[","[150, 180[",*
176,"[165, 180[","[150, 180[",*
177,"[165, 180[","[150, 180[",*
178,"[165, 180[","[150, 180[",*
179,"[165, 180[","[150, 180[",*
180,"[180, 195[","[180, 210[",*
181,"[180, 195[","[180, 210[",*
182,"[180, 195[","[180, 210[",*
183,"[180, 195[","[180, 210[",*
184,"[180, 195[","[180, 210[",*
185,"[180, 195[","[180, 210[",*
186,"[180, 195[","[180, 210[",*
187,"[180, 195[","[180, 210[",*
188,"[180, 195[","[180, 210[",*
189,"[180, 195[","[180, 210[",*
190,"[180, 195[","[180, 210[",*
191,"[180, 195[","[180, 210[",*
192,"[180, 195[","[180, 210[",*
193,"[180, 195[","[180, 210[",*
194,"[180, 195[","[180, 210[",*
195,"[195, 210[","[180, 210[",*
196,"[195, 210[","[180, 210[",*
197,"[195, 210[","[180, 210[",*
198,"[195, 210[","[180, 210[",*
199,"[195, 210[","[180, 210[",*
200,"[195, 210[","[180, 210[",*
201, ">200", >200, *
202, ">200", >200, *
203, ">200", >200, *
204, ">200", >200, *
205, ">200", >200, *
206, ">200", >200, *
207, ">200", >200, *
208, ">200", >200, *
209, ">200", >200, *
210, ">200", >200, *
211, ">200", >200, *
212, ">200", >200, *
213, ">200", >200, *
214, ">200", >200, *
215, ">200", >200, *
216, ">200", >200, *
217, ">200", >200, *
218, ">200", >200, *
219, ">200", >200, *
220, ">200", >200, *
221, ">200", >200, *
222, ">200", >200, *
223, ">200", >200, *
224, ">200", >200, *
225, ">200", >200, *
226, ">200", >200, *
227, ">200", >200, *
228, ">200", >200, *
229, ">200", >200, *
230, ">200", >200, *


