-50.8,Very Low (<=-45),*
-50.0,Very Low (<=-45),*
-49.5,Very Low (<=-45),*
-47.1,Very Low (<=-45),*
-46.2,Very Low (<=-45),*
-45.9,Very Low (<=-45),*
-42.7,Low (-45 to -35),*
-42.0,Low (-45 to -35),*
-41.8,Low (-45 to -35),*
-40.8,Low (-45 to -35),*
-40.4,Low (-45 to -35),*
-40.3,Low (-45 to -35),*
-40.0,Low (-45 to -35),*
-39.8,Low (-45 to -35),*
-38.3,Low (-45 to -35),*
-37.5,Low (-45 to -35),*
-36.4,Low (-45 to -35),*
-36.1,Low (-45 to -35),*
-34.8,Moderate (>-35),*
-34.6,Moderate (>-35),*
-33.6,Moderate (>-35),*
-33.0,Moderate (>-35),*
-31.4,Moderate (>-35),*
-30.1,Moderate (>-35),*
-29.8,Moderate (>-35),*
-26.9,Moderate (>-35),*
